image_id,filename,target_class,class_id,gt_bbox_x,gt_bbox_y,gt_bbox_width,gt_bbox_height,detected,confidence,iou,best_same_class_confidence,best_same_class_iou,total_detections
350003,000000350003.jpg,car,3,475.21,258.86,53.53,39.69,Yes,0.861536,0.9571817466864955,0.861536,0.9571817466864955,6
350023,000000350023.jpg,car,3,112,289,246,190,No,0.0,0.0,0.575487,0.01607209190906086,15
350148,000000350148.jpg,car,3,0.0,112.94,83.31,111.58,Yes,0.388093,0.7580388290223522,0.388093,0.7580388290223522,15
350679,000000350679.jpg,person,1,31.85,76.64,369.35,351.36,Yes,0.916464,0.9716039904567647,0.916464,0.9716039904567647,16
356612,000000356612.jpg,car,3,201.58,187.96,122.28,99.69,Yes,0.666475,0.9560375617205904,0.666475,0.9560375617205904,15
357816,000000357816.jpg,car,3,3.38,5.38,301.75,80.52,No,0.0,0.0,0.254019,0.47247796848555174,8
362520,000000362520.jpg,person,1,57.66,131.89,272.43,314.24,Yes,0.778703,0.7066735580510286,0.778703,0.7066735580510286,2
364126,000000364126.jpg,person,1,210.53,130.92,130.4,197.9,Yes,0.920979,0.9616673652630908,0.920979,0.9616673652630908,2
365207,000000365207.jpg,car,3,417.55,177.06,177.06,342.23,Yes,0.617426,0.5430752687671914,0.617426,0.5430752687671914,3
365642,000000365642.jpg,car,3,0.0,26.33,93.3,67.35,No,0.0,0.0,0.697823,0.0,7
365886,000000365886.jpg,person,1,0.0,1.69,500.0,367.41,Yes,0.925662,0.9839578948553918,0.925662,0.9839578948553918,2
368212,000000368212.jpg,person,1,17.26,43.15,368.18,565.21,Yes,0.808944,0.9222169611411187,0.808944,0.9222169611411187,2
369812,000000369812.jpg,car,3,456.64,497.91,181.79,130.26,Yes,0.566876,0.9491562309523665,0.566876,0.9491562309523665,11
370711,000000370711.jpg,person,1,264.87,204.73,90.69,165.26,No,0.0,0.0,0.295205,0.0,15
372260,000000372260.jpg,car,3,0.0,315.65,117.63,210.85,Yes,0.920146,0.9451727287771546,0.920146,0.9451727287771546,5
375469,000000375469.jpg,person,1,220.56,61.9,81.08,98.27,Yes,0.884001,0.9965623931328348,0.884001,0.9965623931328348,3
377368,000000377368.jpg,person,1,420.33,0.0,217.75,94.25,Yes,0.719728,0.6497639529819602,0.719728,0.6497639529819602,5
377635,000000377635.jpg,person,1,254.68,41.42,124.39,136.84,Yes,0.918449,0.8811641398120063,0.918449,0.8811641398120063,2
377946,000000377946.jpg,car,3,509.59,252.24,129.28,173.23,Yes,0.905855,0.9679673041038719,0.905855,0.9679673041038719,15
378873,000000378873.jpg,person,1,36.11,0.07,63.75,109.03,No,0.0,0.0,0.335907,0.26901135490341105,14
379800,000000379800.jpg,car,3,562.87,318.85,77.13,58.04,Yes,0.768162,0.8490060749157295,0.768162,0.8490060749157295,4
383838,000000383838.jpg,person,1,0.0,8.77,427.52,579.23,Yes,0.885515,0.9532346622273469,0.885515,0.9532346622273469,4
386210,000000386210.jpg,car,3,0.34,93.91,60.22,50.95,Yes,0.754361,0.891828990698868,0.754361,0.891828990698868,4
388056,000000388056.jpg,person,1,79.83,68.64,148.47,244.71,Yes,0.916099,0.9525800760191941,0.916099,0.9525800760191941,11
389566,000000389566.jpg,car,3,457.89,160.96,46.78,33.83,Yes,0.753941,0.8569234581492425,0.753941,0.8569234581492425,15
391290,000000391290.jpg,car,3,123.36,48.57,112.33,50.79,Yes,0.675092,0.8271870056531152,0.675092,0.8271870056531152,8
392722,000000392722.jpg,car,3,313.89,268.42,40.14,26.34,No,0.0,0.0,0.337162,0.37206136240576565,13
393469,000000393469.jpg,person,1,218.12,371.66,71.75,159.28,Yes,0.779235,0.9307608139938458,0.779235,0.9307608139938458,6
395388,000000395388.jpg,person,1,22.02,205.08,125.25,423.91,Yes,0.917414,0.9275115403619505,0.917414,0.9275115403619505,9
398438,000000398438.jpg,person,1,213.0,0.75,287.0,222.75,Yes,0.897663,0.6727093633179231,0.897663,0.6727093633179231,3
399205,000000399205.jpg,person,1,394.79,2.16,243.77,468.13,Yes,0.922104,0.9635740888493568,0.922104,0.9635740888493568,16
403584,000000403584.jpg,person,1,312.46,252.53,66.69,193.63,Yes,0.838491,0.844546214213201,0.838491,0.844546214213201,8
404678,000000404678.jpg,person,1,50.96,148.83,227.62,274.15,Yes,0.662877,0.8818520424086012,0.662877,0.8818520424086012,23
407083,000000407083.jpg,car,3,0.0,1.66,480.0,623.38,Yes,0.353103,0.8382559394009172,0.353103,0.8382559394009172,4
411817,000000411817.jpg,person,1,443.59,184.99,144.46,294.62,Yes,0.896151,0.9659672400284486,0.896151,0.9659672400284486,15
412531,000000412531.jpg,car,3,454.51,255.85,181.82,100.03,Yes,0.45094,0.982127525580177,0.45094,0.982127525580177,6
414034,000000414034.jpg,person,1,61.48,1.08,390.48,473.53,Yes,0.841823,0.9725905787044712,0.841823,0.9725905787044712,5
414385,000000414385.jpg,car,3,151.69,276.03,68.26,49.84,Yes,0.839809,0.8761684594328388,0.839809,0.8761684594328388,7
416885,000000416885.jpg,car,3,173.6,0.7,326.4,158.43,No,0.0,0.0,0.0,0.0,8
418696,000000418696.jpg,car,3,516.85,275.61,70.24,32.78,Yes,0.651785,0.6902133372358392,0.651785,0.6902133372358392,7
421455,000000421455.jpg,car,3,2.52,2.24,454.04,363.23,No,0.0,0.0,0.724716,0.0021426832955640804,1
422706,000000422706.jpg,person,1,4.8,17.27,143.93,208.22,No,0.0,0.0,0.649134,0.4621183388199275,6
423506,000000423506.jpg,person,1,2.69,27.23,231.55,381.43,No,0.0,0.0,0.728977,0.4877397902555467,6
424162,000000424162.jpg,car,3,3.3,173.97,120.02,128.83,Yes,0.864198,0.9314619580792778,0.864198,0.9314619580792778,15
427256,000000427256.jpg,person,1,21,0,618,311,No,0.0,0.0,0.918454,0.2399866551127168,24
427500,000000427500.jpg,car,3,0.0,5.69,43.36,131.03,Yes,0.863877,0.9774439579085079,0.863877,0.9774439579085079,3
429011,000000429011.jpg,car,3,425.38,203.89,206.59,93.33,Yes,0.65485,0.9646734568888053,0.65485,0.9646734568888053,4
430048,000000430048.jpg,car,3,213.2,234.85,84.27,41.3,No,0.0,0.0,0.0,0.0,1
432085,000000432085.jpg,person,1,198.88,4.92,301.12,364.88,Yes,0.862312,0.9613856796962795,0.862312,0.9613856796962795,6
433915,000000433915.jpg,person,1,134.0,60.49,373.08,359.36,Yes,0.587106,0.6273325510986234,0.587106,0.6273325510986234,3
437205,000000437205.jpg,person,1,1.44,14.14,381.12,618.43,Yes,0.881182,0.9733382577239215,0.881182,0.9733382577239215,4
437514,000000437514.jpg,person,1,352.17,171.55,62.06,46.69,No,0.0,0.0,0.0,0.0,3
438017,000000438017.jpg,car,3,76.8,408.09,43.67,96.38,Yes,0.621519,0.6518856333094983,0.621519,0.6518856333094983,9
439426,000000439426.jpg,person,1,1.25,112.21,221.92,285.5,Yes,0.495795,0.9660761221727185,0.495795,0.9660761221727185,2
439623,000000439623.jpg,car,3,73.68,148.63,329.22,175.14,Yes,0.414911,0.8556546659992293,0.414911,0.8556546659992293,7
439854,000000439854.jpg,person,1,112.33,155.29,86.54,75.0,Yes,0.87462,0.9394646447122788,0.87462,0.9394646447122788,8
440475,000000440475.jpg,person,1,491.91,183.51,34.85,73.4,Yes,0.783323,0.5988907433521097,0.783323,0.5988907433521097,12
444142,000000444142.jpg,person,1,83.42,34.52,184.09,553.7,Yes,0.886221,0.8677767638995996,0.886221,0.8677767638995996,15
446651,000000446651.jpg,car,3,0.0,78.73,223.37,249.47,Yes,0.74967,0.9724381230602117,0.74967,0.9724381230602117,3
447917,000000447917.jpg,person,1,363.63,108.19,73.21,183.04,Yes,0.806349,0.8415386983169214,0.806349,0.8415386983169214,5
448810,000000448810.jpg,person,1,51.53,335.43,46.36,39.57,Yes,0.815896,0.9164852768491687,0.815896,0.9164852768491687,2
449312,000000449312.jpg,car,3,304.62,52.72,193.97,98.94,No,0.0,0.0,0.273901,0.0,5
452515,000000452515.jpg,person,1,87.47,310.49,84.33,163.45,Yes,0.870619,0.9503765257861538,0.870619,0.9503765257861538,6
453166,000000453166.jpg,person,1,451.86,46.4,177.49,374.15,Yes,0.943021,0.9099644066626525,0.943021,0.9099644066626525,11
454661,000000454661.jpg,car,3,247.4,185.64,392.18,174.1,Yes,0.85897,0.9786535393853754,0.85897,0.9786535393853754,11
458702,000000458702.jpg,car,3,3.61,447.49,149.4,51.05,Yes,0.823333,0.7146382365175162,0.823333,0.7146382365175162,4
459500,000000459500.jpg,car,3,0.0,354.75,59.93,26.03,Yes,0.84114,0.9233338546014034,0.84114,0.9233338546014034,2
460347,000000460347.jpg,car,3,328.04,69.16,54.68,45.2,Yes,0.795658,0.9416460559489334,0.795658,0.9416460559489334,6
461751,000000461751.jpg,car,3,3.84,31.97,636.16,350.35,Yes,0.587258,0.7187184719139231,0.587258,0.7187184719139231,5
462031,000000462031.jpg,person,1,58.83,182.24,291.3,447.72,Yes,0.948166,0.9499664653152131,0.948166,0.9499664653152131,3
464089,000000464089.jpg,person,1,325.46,108.28,164.14,331.38,Yes,0.908771,0.9823841466637039,0.908771,0.9823841466637039,11
465129,000000465129.jpg,person,1,111.93,94.65,196.95,378.84,Yes,0.905405,0.9357170481817944,0.905405,0.9357170481817944,8
465822,000000465822.jpg,person,1,65.73,48.03,159.27,218.26,Yes,0.533502,0.9311124182115358,0.533502,0.9311124182115358,29
466156,000000466156.jpg,car,3,0.0,18.75,500.0,329.84,No,0.0,0.0,0.5123,0.0017517909349987855,4
469246,000000469246.jpg,person,1,147.27,236.05,32.9,65.41,Yes,0.853236,0.9188204714689139,0.853236,0.9188204714689139,4
469828,000000469828.jpg,person,1,132.62,251.71,81.18,72.47,Yes,0.862565,0.9560709619699674,0.862565,0.9560709619699674,3
474164,000000474164.jpg,car,3,28.44,378.62,93.42,49.47,Yes,0.367166,0.951047347141276,0.367166,0.951047347141276,4
474452,000000474452.jpg,car,3,1,175,358,42,No,0.0,0.0,0.32914,0.08134111999270247,17
476119,000000476119.jpg,car,3,240.72,77.47,203.47,119.41,Yes,0.8615,0.9325530006286674,0.8615,0.9325530006286674,5
476704,000000476704.jpg,car,3,575.25,233.09,56.92,44.03,Yes,0.424567,0.7891631229477196,0.424567,0.7891631229477196,7
476770,000000476770.jpg,person,1,1,1,638,165,No,0.0,0.0,0.908422,0.20934969238655443,7
478721,000000478721.jpg,car,3,368.58,238.41,64.58,46.11,Yes,0.786895,0.8711845202190355,0.786895,0.8711845202190355,11
480275,000000480275.jpg,person,1,398.82,194.52,241.01,185.95,No,0.0,0.0,0.4664,0.0,5
485480,000000485480.jpg,person,1,271.57,47.21,160.3,166.59,Yes,0.928458,0.9621755996250595,0.928458,0.9621755996250595,4
488166,000000488166.jpg,person,1,138.07,104.82,221.48,325.03,Yes,0.8954,0.8050015448580631,0.8954,0.8050015448580631,7
489764,000000489764.jpg,person,1,105.48,17.66,534.52,520.34,Yes,0.659822,0.9523602688896464,0.659822,0.9523602688896464,7
491213,000000491213.jpg,car,3,60.27,81.36,243.23,162.51,No,0.0,0.0,0.520125,0.011262225934452978,4
493286,000000493286.jpg,person,1,85.88,161.14,52.63,63.63,Yes,0.57605,0.8719674370252227,0.57605,0.8719674370252227,3
494759,000000494759.jpg,person,1,516.8,265.69,47.69,129.06,Yes,0.881347,0.9353164096922391,0.881347,0.9353164096922391,3
495146,000000495146.jpg,car,3,235.35,376.77,198.2,103.23,Yes,0.909208,0.9164188178030419,0.909208,0.9164188178030419,15
498709,000000498709.jpg,car,3,30.53,189.9,79.43,56.82,No,0.0,0.0,0.709651,0.4312815579792024,4
499775,000000499775.jpg,car,3,517.98,318.59,118.95,50.18,Yes,0.888395,0.9575098601404022,0.888395,0.9575098601404022,2
504415,000000504415.jpg,car,3,81.45,178.47,204.4,63.58,Yes,0.891094,0.9130290720392827,0.891094,0.9130290720392827,5
505789,000000505789.jpg,person,1,181.21,377.81,110.75,251.68,Yes,0.824143,0.860455933369888,0.824143,0.860455933369888,8
505942,000000505942.jpg,car,3,459.48,163.05,40.5,42.6,No,0.0,0.0,0.0,0.0,6
506707,000000506707.jpg,car,3,175.55,153.31,99.17,117.93,Yes,0.409182,0.5859078590730091,0.409182,0.5859078590730091,9
507473,000000507473.jpg,person,1,29.12,8.63,398.03,465.98,Yes,0.946494,0.9758331707866977,0.946494,0.9758331707866977,4
507797,000000507797.jpg,car,3,197.92,177.71,32.52,29.07,Yes,0.336923,0.7419577040282924,0.336923,0.7419577040282924,15
508101,000000508101.jpg,person,1,70.67,247.04,81.21,63.01,No,0.0,0.0,0.815055,0.0,3
509403,000000509403.jpg,person,1,359.98,59.36,120.63,314.98,Yes,0.918742,0.9411331128577315,0.918742,0.9411331128577315,6
515025,000000515025.jpg,car,3,416.78,113.51,106.69,45.35,Yes,0.520214,0.784295267725259,0.520214,0.784295267725259,11
515266,000000515266.jpg,car,3,598.76,105.26,36.46,24.95,Yes,0.431467,0.7369685229769397,0.431467,0.7369685229769397,4
520009,000000520009.jpg,car,3,0.0,334.4,216.24,77.6,Yes,0.928509,0.95689321915805,0.928509,0.95689321915805,10
520264,000000520264.jpg,person,1,331.95,168.66,226.4,311.34,Yes,0.927923,0.6548719680748959,0.927923,0.6548719680748959,11
523100,000000523100.jpg,person,1,251.93,26.73,228.07,235.55,Yes,0.705922,0.918889952629906,0.705922,0.918889952629906,9
523241,000000523241.jpg,car,3,364.08,202.74,114.44,33.17,Yes,0.891869,0.9228327301554392,0.891869,0.9228327301554392,5
526728,000000526728.jpg,car,3,389.14,171.16,63.05,27.5,Yes,0.543633,0.8871287043491412,0.543633,0.8871287043491412,13
527215,000000527215.jpg,person,1,451.71,207.97,61.03,189.46,Yes,0.855351,0.8814470118730288,0.855351,0.8814470118730288,7
529762,000000529762.jpg,person,1,236.21,58.24,403.79,416.07,Yes,0.724239,0.9233160080131472,0.724239,0.9233160080131472,6
537991,000000537991.jpg,person,1,95.59,3.77,278.54,469.72,Yes,0.933683,0.9504992605026353,0.933683,0.9504992605026353,7
538236,000000538236.jpg,person,1,206.2,0.68,78.83,80.0,Yes,0.686366,0.9221067100368713,0.686366,0.9221067100368713,7
538364,000000538364.jpg,car,3,261.52,138.4,138.84,130.23,Yes,0.83071,0.7231388135701676,0.83071,0.7231388135701676,11
542127,000000542127.jpg,person,1,101,333,344,51,No,0.0,0.0,0.471365,0.10036094943201089,17
543043,000000543043.jpg,car,3,259.59,276.48,375.01,183.51,Yes,0.932577,0.9792454603946272,0.932577,0.9792454603946272,3
548780,000000548780.jpg,person,1,325.52,64.15,205.84,311.15,Yes,0.880149,0.9316486372537203,0.880149,0.9316486372537203,13
553511,000000553511.jpg,car,3,48.7,260.2,142.06,59.19,Yes,0.872553,0.9537064005002712,0.872553,0.9537064005002712,10
553990,000000553990.jpg,person,1,193.55,37.85,138.49,160.0,Yes,0.888025,0.928525487165138,0.888025,0.928525487165138,2
554156,000000554156.jpg,person,1,116.12,90.21,340.67,332.99,Yes,0.950096,0.9805626499631672,0.950096,0.9805626499631672,2
556000,000000556000.jpg,person,1,452.79,103.91,179.73,411.09,Yes,0.922685,0.9434810641962891,0.922685,0.9434810641962891,10
559547,000000559547.jpg,person,1,0.0,25.45,201.46,460.17,Yes,0.875795,0.8068756994659898,0.875795,0.8068756994659898,5
559956,000000559956.jpg,person,1,0.0,65.47,237.3,406.65,Yes,0.909575,0.9740296281971486,0.909575,0.9740296281971486,8
561679,000000561679.jpg,car,3,245.82,323.78,46.75,26.45,No,0.0,0.0,0.0,0.0,0
563281,000000563281.jpg,person,1,112.87,1.98,141.08,492.09,Yes,0.584316,0.9410965500300579,0.584316,0.9410965500300579,4
563653,000000563653.jpg,car,3,517.8,253.2,100.47,45.39,Yes,0.820683,0.9643281910085869,0.820683,0.9643281910085869,20
565962,000000565962.jpg,person,1,24.32,132.07,134.16,184.48,No,0.0,0.0,0.0,0.0,3
566758,000000566758.jpg,car,3,538.82,177.32,94.35,49.87,Yes,0.267488,0.9156749709172585,0.267488,0.9156749709172585,2
567640,000000567640.jpg,car,3,304.0,60.0,100.0,74.0,Yes,0.61944,0.8691090041441077,0.61944,0.8691090041441077,12
568814,000000568814.jpg,person,1,138.76,2.47,501.24,352.55,Yes,0.9277,0.8943507708741845,0.9277,0.8943507708741845,4
570471,000000570471.jpg,person,1,48.31,0.0,326.69,494.38,Yes,0.84746,0.9800411507902743,0.84746,0.9800411507902743,10
570756,000000570756.jpg,person,1,0,268,562,42,No,0.0,0.0,0.876356,0.02071768288478056,11
575243,000000575243.jpg,car,3,524.04,128.05,115.96,234.19,Yes,0.844145,0.9522321017311025,0.844145,0.9522321017311025,7
577976,000000577976.jpg,car,3,0.0,275.7,104.1,31.52,Yes,0.625465,0.8573588973856116,0.625465,0.8573588973856116,5
